STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;TSTIME;TETIME
SLSL;SLSL;XEUR.FGBL.0;XEUR.FBTP.0;080000;185900;1;080000;185900
SLSL;SLSL;XEUR.FGBL.0;XEUR.FGBM.0;080000;215900;1;080000;210000
SLSL;SLSL;XEUR.FGBL.0;XEUR.FGBS.0;080000;215900;1;080000;210000
SLSL;SLSL;XEUR.FGBM.0;XEUR.FGBS.0;080000;215900;1;080000;210000
SLSL;SLSL;XEUR.FGBM.0;XEUR.FGBX.0;080000;215900;1;080000;210000
SLSL;SLSL;XEUR.FGBM.0;XEUR.FGBS.0;080000;215900;1;080000;210000
SLSL;SLSL;XEUR.FGBS.0;XEUR.FGBX.0;080000;215900;1;080000;210000
