XEUR,FGBX.0,10,100,200
XEUR,FGBL.0,10,1000,2000
XEUR,FGBM.0,10,500,1000
XEUR,FGBS.0,10,500,1000
XEUR,FOAT.0,10,250,500
XEUR,FBTP.0,10,100,250
XEUR,FESX.0,10,200,500
XEUR,FDAX.0,5,50,100
XLIF,Z.0,10,100,250
XLIF,R.0,10,500,1000
XLIF,I.2,10,450,900
XLIF,I.3,10,450,900
XLIF,I.4,10,450,900
XLIF,I.5,10,450,900
XLIF,I.6,10,400,750
XLIF,I.7,10,300,600
XLIF,I.8,10,300,600
XLIF,I.9,10,250,450
XLIF,I.10,10,250,450
XLIF,I.11,10,250,450
XLIF,I.12,10,200,300
XLIF,I.13,10,200,300
XLIF,I.14,10,200,200
XLIF,I.15,10,200,200
XLIF,I.16,10,150,150
XLIF,L.2,10,500,1000
XLIF,L.3,10,500,1000
XLIF,L.4,10,450,900
XLIF,L.5,10,450,900
XLIF,L.6,10,400,750
XLIF,L.7,10,300,600
XLIF,L.8,10,300,600
XLIF,L.9,10,250,450
XLIF,L.10,10,250,450
XLIF,L.11,10,200,300
XLIF,L.12,10,200,300
XLIF,L.13,10,150,150
XLIF,L.14,10,150,150
XLIF,L.15,10,100,100
XLIF,L.16,10,75,75
XCME,GE.2,10,800,1600
XCME,GE.3,10,800,1600
XCME,GE.4,10,800,1600
XCME,GE.5,10,700,1400
XCME,GE.6,10,600,1200
XCME,GE.7,10,500,1000
XCME,GE.8,10,500,1000
XCME,GE.9,10,350,700
XCME,GE.10,10,300,600
XCME,GE.11,10,300,500
XCME,GE.12,10,300,500
XCME,GE.13,10,300,500
XCME,GE.14,10,200,300
XCME,GE.15,10,200,200
XCME,GE.16,10,200,200
XCME,ZB.0,20,500,1000
XCME,ZN.0,20,2000,4000
XCME,ZF.0,20,1000,2000
XCME,ZT.0,20,1000,2000
XCME,EMD.0,10,120,250
XCME,NQ.0,10,200,500
XCME,YM.0,10,100,500
XCME,RTY.0,10,100,500
XCME,6E.0,10,250,1000
XCME,6B.0,10,100,800
XCME,6A.0,10,100,250
XCME,6J.0,10,100,400
XCME,6C.0,10,50,400
XCME,6S.0,10,50,200
XCME,6N.0,10,50,100
XCME,6M.0,10,50,100
XCME,ES.0,20,1000,2000
XCME,NIY.0,10,50,150
XCME,NKD.0,10,120,250
XCME,CL.0,10,120,250
XCME,RB.0,10,120,250
XCME,HO.0,10,120,250
XCME,NG.0,10,120,250
XCME,BZ.0,10,120,250
XCME,HG.0,10,120,250
XCME,PL.0,10,120,250
XCME,GC.0,10,120,250
XCME,SI.0,10,120,250
XTMX,BAX.2,10,300,300
XTMX,BAX.3,10,300,300
XTMX,BAX.4,10,250,250
XTMX,BAX.5,10,200,200
XTMX,BAX.6,10,100,100
XTMX,BAX.7,10,70,70
XTMX,BAX.8,10,40,40
XTMX,CGB.0,10,100,500
XTMX,SXF.0,5,100,250
CFX,AUDJPY.0,1000000,20000000,20000000
CFX,EURCAD.0,1000000,20000000,20000000
CFX,USDCAD.0,1000000,20000000,20000000
CFX,GBPCAD.0,1000000,20000000,20000000
CFX,EURGBP.0,1000000,40000000,40000000
CFX,GBPJPY.0,1000000,20000000,20000000
CFX,EURAUD.0,1000000,20000000,20000000
CFX,EURJPY.0,1000000,20000000,20000000
CFX,EURUSD.0,1000000,40000000,40000000
CFX,GBPUSD.0,1000000,40000000,40000000
