20230413,95.045,95.345,95.7,96.155,96.565,96.87,97.04,97.115,97.135,97.155,97.17,97.16,97.155,97.135,97.12,97.095
20230414,95.05,95.355,95.735,96.205,96.615,96.91,97.065,97.125,97.145,97.16,97.17,97.16,97.145,97.125,97.105,97.075
20230417,94.935,95.195,95.55,95.99,96.385,96.68,96.855,96.935,96.97,96.995,97.02,97.015,97.01,97.0,96.99,96.97
20230418,94.925,95.17,95.52,95.96,96.335,96.62,96.795,96.875,96.915,96.945,96.97,96.97,96.97,96.95,96.94,96.92
20230419,94.89,95.095,95.415,95.84,96.225,96.525,96.71,96.81,96.865,96.9,96.93,96.93,96.93,96.915,96.905,96.885
20230420,94.895,95.125,95.475,95.92,96.32,96.62,96.81,96.91,96.965,97.0,97.03,97.03,97.03,97.015,97.0,96.98
20230421,94.915,95.165,95.545,96.025,96.445,96.755,96.93,97.01,97.05,97.07,97.08,97.065,97.05,97.02,97.005,96.975
20230424,94.91,95.135,95.505,95.975,96.39,96.705,96.885,96.975,97.02,97.04,97.055,97.045,97.035,97.01,96.995,96.97
20230425,94.935,95.21,95.62,96.115,96.545,96.85,97.02,97.1,97.14,97.16,97.17,97.16,97.145,97.125,97.11,97.08
20230426,94.99,95.295,95.725,96.24,96.675,96.98,97.13,97.2,97.225,97.235,97.235,97.21,97.185,97.15,97.13,97.095
20230427,94.95,95.245,95.685,96.19,96.615,96.905,97.06,97.13,97.16,97.175,97.18,97.16,97.14,97.11,97.085,97.05
20230428,94.915,95.175,95.59,96.09,96.53,96.835,96.995,97.075,97.11,97.125,97.13,97.115,97.1,97.07,97.05,97.025
20230501,94.9,95.135,95.53,96.035,96.485,96.805,96.985,97.085,97.125,97.15,97.16,97.145,97.13,97.1,97.08,97.05
20230502,94.85,95.07,95.46,95.96,96.415,96.74,96.925,97.025,97.065,97.08,97.085,97.065,97.045,97.015,96.99,96.955
20230503,94.98,95.28,95.68,96.19,96.64,96.9499014989,97.125,97.21,97.235,97.25,97.25,97.225,97.2,97.165,97.135,97.095
20230504,95.005,95.36,95.84,96.39,96.835,97.125,97.28,97.35,97.365,97.365,97.355,97.325,97.29,97.245,97.205,97.16
20230505,94.985,95.38,95.86,96.41,96.845,97.115,97.255,97.31,97.31,97.305,97.295,97.26,97.225,97.18,97.14,97.09
20230508,94.945,95.27,95.71,96.24,96.665,96.95,97.105,97.18,97.2,97.205,97.205,97.19,97.165,97.13,97.1,97.055
20230509,94.935,95.26,95.705,96.235,96.67,96.96,97.12,97.19,97.205,97.205,97.205,97.18,97.155,97.12,97.085,97.04
20230510,94.9,95.2,95.63,96.16,96.61,96.91,97.08,97.155,97.175,97.18,97.18,97.165,97.145,97.115,97.085,97.04
20230511,94.95,95.295,95.765,96.31,96.77,97.06,97.22,97.285,97.285,97.285,97.28,97.255,97.23,97.195,97.165,97.12
20230512,94.945,95.295,95.76,96.31,96.765,97.06,97.22,97.295,97.305,97.3050172684,97.3,97.28,97.255,97.22,97.185,97.1400111815
20230515,94.9225,95.225,95.67,96.205,96.65,96.945,97.105,97.19,97.205,97.21,97.21,97.195,97.17,97.14,97.105,97.06
20230516,94.9125,95.225,95.69,96.235,96.69,96.995,97.165,97.255,97.27,97.275,97.275,97.26,97.235,97.2,97.16,97.115
20230517,94.8875,95.15,95.57,96.095,96.555,96.87,97.06,97.155,97.175,97.17,97.17,97.15,97.13,97.1,97.07,97.03
20230518,94.855,95.11,95.5,95.985,96.425,96.745,96.945,97.05,97.08,97.085,97.085,97.07,97.055,97.025,96.995,96.955
20230519,94.8125,95.025,95.405,95.885,96.315,96.63,96.83,96.945,96.975,96.9864404762,96.995,96.99,96.98,96.955,96.93,96.895
20230522,94.8425,95.055,95.435,95.91,96.33,96.63,96.825,96.925,96.95,96.95,96.955,96.95,96.935,96.915,96.89,96.86
20230523,94.7925,94.95,95.285,95.735,96.15,96.465,96.68,96.795,96.83,96.835,96.835,96.835,96.825,96.81,96.795,96.77
20230524,94.7625,94.935,95.3,95.785,96.24,96.57,96.785,96.905,96.94,96.94,96.935,96.925,96.915,96.895,96.88,96.86
20230525,94.72,94.835,95.155,95.62,96.07,96.43,96.68,96.825,96.87,96.87,96.855,96.835,96.82,96.8,96.79,96.775
20230526,94.725,94.835,95.12,95.54,95.965,96.325,96.59,96.74,96.8,96.8,96.795,96.78,96.77,96.755,96.745,96.73
20230529,94.6875,94.77,95.025,95.405,95.81,96.175,96.46,96.63,96.705,96.72,96.73,96.73,96.73,96.725,96.715,96.71
20230530,94.695,94.805,95.085,95.5,95.935,96.315,96.595,96.76,96.82,96.835,96.84,96.835,96.83,96.82,96.8112859425,96.7964673157
20230531,94.675,94.81,95.13,95.575,96.04,96.435,96.71,96.865,96.92,96.93,96.935,96.93,96.915,96.905,96.89,96.865
20230601,94.7275,94.815,95.11,95.565,96.035,96.43,96.705,96.85,96.905,96.925,96.93,96.925,96.91,96.895,96.88,96.855
20230602,94.7425,94.865,95.205,95.695,96.165,96.545,96.8,96.935,96.98,96.995,97.005,96.995,96.985,96.965,96.94,96.915
20230605,94.7275,94.76,95.01,95.43,95.88,96.27,96.545,96.705,96.77,96.795,96.81,96.81,96.805,96.795,96.775,96.755
20230606,94.7375,94.8,95.1,95.565,96.03,96.405,96.665,96.815,96.88,96.905,96.92,96.925,96.92,96.91,96.895,96.875
20230607,94.745,94.79,95.045,95.46,95.915,96.29,96.57,96.735,96.82,96.855,96.88,96.89,96.895,96.89,96.875,96.86
20230608,94.725,94.76,94.98,95.36,95.79,96.165,96.45,96.625,96.715,96.745,96.77,96.775,96.775,96.76,96.745,96.725
20230609,94.7425,94.775,95.0,95.37,95.79,96.175,96.465,96.65,96.745,96.79,96.825,96.8400250976,96.84,96.835,96.82,96.8
20230612,94.7475,94.76,94.965,95.31,95.725,96.11,96.4,96.59,96.695,96.745,96.785,96.815,96.83,96.83,96.83,96.815
20230613,94.7375,94.75,94.97,95.345,95.78,96.175,96.465,96.65,96.745,96.79,96.83,96.86,96.87,96.87,96.865,96.845
20230614,94.7725,94.725,94.87,95.2,95.625,96.025,96.315,96.505,96.6,96.655,96.705,96.74,96.755,96.76,96.755,96.74
20230615,94.7875,94.68,94.775,95.095,95.525,95.93,96.23,96.425,96.54,96.605,96.665,96.705,96.73,96.745,96.745,96.74
20230616,94.785,94.685,94.81,95.135,95.575,95.995,96.32,96.535,96.655,96.73,96.785,96.825,96.85,96.86,96.86,96.845
20230619,94.7825,94.6799133749,94.795,95.085,95.49,95.895,96.205,96.415,96.535,96.61,96.665,96.715,96.745,96.76,96.76,96.755
20230620,94.685,94.805,95.105,95.52,95.93,96.25,96.455,96.575,96.65,96.715,96.755,96.78,96.795,96.8,96.795,96.785
20230621,94.66,94.795,95.115,95.545,95.965,96.275,96.48,96.595,96.67,96.725,96.765,96.785,96.805,96.815,96.81,96.805
20230622,94.65,94.765,95.07,95.4964583333,95.915,96.235,96.45,96.58,96.655,96.715,96.75,96.78,96.8,96.805,96.805,96.8
20230623,94.645,94.75,95.06,95.465,95.885,96.21,96.435,96.57,96.655,96.715,96.755,96.78,96.805,96.81,96.81,96.8
20230626,94.68,94.81,95.135,95.56,95.975,96.305,96.52,96.645,96.72,96.775,96.81,96.83,96.85,96.86,96.86,96.855
20230627,94.66,94.765,95.065,95.48,95.905,96.245,96.47,96.605,96.68,96.73,96.765,96.79,96.81,96.815,96.815,96.81
20230628,94.645,94.73,95.02,95.425,95.84,96.18,96.41,96.55,96.635,96.695,96.74,96.77,96.8,96.815,96.82,96.82
20230629,94.625,94.7,94.99,95.385,95.815,96.165,96.405,96.545,96.63,96.685,96.725,96.76,96.785,96.805,96.81,96.805
20230630,94.585,94.59,94.82,95.185,95.6,95.95,96.185,96.33,96.43,96.495,96.55,96.595,96.63,96.65,96.665,96.665
20230703,94.59,94.6,94.82,95.155,95.54,95.885,96.13,96.285,96.395,96.475,96.535,96.585,96.63,96.66,96.68,96.69
20230704,94.595,94.63,94.855,95.19,95.56,95.885,96.115,96.26,96.355,96.435,96.5,96.545,96.59,96.62,96.64,96.655
20230705,94.605,94.65,94.875,95.22,95.6,95.925,96.155,96.3,96.395,96.465,96.53,96.58,96.625,96.65,96.675,96.685
20230706,94.6,94.625,94.815,95.105,95.46,95.78,96.01,96.14,96.225,96.29,96.345,96.395,96.435,96.465,96.49,96.505
20230707,94.575,94.565,94.755,95.075,95.45,95.76,95.96,96.07,96.13,96.18,96.225,96.265,96.3,96.325,96.345,96.36
20230710,94.59,94.625,94.845,95.19,95.57,95.875,96.07,96.165,96.22,96.26,96.295,96.325,96.345,96.36,96.37,96.37
20230711,94.59,94.65,94.915,95.29,95.685,95.995,96.21,96.325,96.39,96.435,96.47,96.495,96.515,96.525,96.53,96.525
