20041207,FGBSH5
20050307,FGBSM5
20050607,FGBSU5
20050907,FGBSZ5
20051207,FGBSH6
20060307,FGBSM6
20060607,FGBSU6
20060906,FGBSZ6
20061206,FGBSH7
20070307,FGBSM7
20070606,FGBSU7
20070905,FGBSZ7
20071205,FGBSH8
20080305,FGBSM8
20080605,FGBSU8
20080905,FGBSZ8
20081205,FGBSH9
20090305,FGBSM9
20090605,FGBSU9
20090907,FGBSZ9
20091207,FGBSH0
20100305,FGBSM0
20100607,FGBSU0
20100907,FGBSZ0
20101207,FGBSH1
20110307,FGBSM1
20110607,FGBSU1
20110907,FGBSZ1
20111207,FGBSH2
20120302,FGBSM2
20120307,FGBSM2
20120601,FGBSU2
20120606,FGBSU2
20120905,FGBSZ2
20121205,FGBSH3
20130306,FGBSM3
20130605,FGBSU3
20130905,FGBSZ3
20131205,FGBSH4
20140305,FGBSM4
20140605,FGBSU4
20140905,FGBSZ4
20141205,FGBSH5
20150305,FGBSM5
20150605,FGBSU5
20150907,FGBSZ5
20151207,FGBSH6
20160307,FGBSM6
20160607,FGBSU6
20160907,FGBSZ6
20161207,FGBSH7
20170307,FGBSM7
20170607,FGBSU7
20170906,FGBSZ7
20171206,FGBSH8
20180307,FGBSM8
20180606,FGBSU8
20180905,FGBSZ8
20181205,FGBSH9
20190306,FGBSM9
20190605,FGBSU9
20190905,FGBSZ9
20191202,FGBSH0
20200302,FGBSM0
20200602,FGBSU0
20200902,FGBSZ0
20201202,FGBSH1
20210302,FGBSM1
20210602,FGBSU1
20210902,FGBSZ1
20211202,FGBSH2
20220302,FGBSM2
20220602,FGBSU2
20220902,FGBSZ2
20221202,FGBSH3
20230302,FGBSM3
20230602,FGBSU3
20230901,FGBSZ3
20231201,FGBSH4
20240301,FGBSM4
20240531,FGBSU4
20240902,FGBSZ4
20241202,FGBSH5
20250228,FGBSM5
