20240201,95.055,95.345,95.71,96.06923076923077,96.37416666666667,96.595,96.745,96.84
20240202,95.065,95.365,95.75,96.12,96.44,96.67357142857144,96.83,96.925
20240205,95.015,95.205,95.515,95.86,96.17,96.41,96.58,96.705
20240206,95.025,95.225,95.54,95.88,96.165,96.39,96.55151162790699,96.665
20240207,95.035,95.265,95.59,95.925,96.21,96.415,96.565,96.67714285714287
20240208,95.03,95.25,95.54700000000001,95.885,96.15,96.36,96.515,96.625
20240209,95.005,95.19,95.48,95.805,96.075,96.28,96.43,96.54
20240212,95.02,95.215,95.5,95.815,96.08,96.28,96.435,96.545
20240213,94.995,95.17,95.46,95.78200000000001,96.04377192982456,96.235,96.3875,96.485
20240214,94.99,95.125,95.355,95.65,95.885,96.085,96.235,96.36
20240215,95.02,95.185,95.445,95.74,95.98,96.17,96.33,96.455
20240216,95.015,95.17,95.415,95.7,95.935,96.125,96.2840909090909,96.405
20240219,95.015,95.17,95.415,95.7,95.935,96.125,96.2840909090909,96.405
20240220,95.01,95.15377777777778,95.395,95.69,95.94,96.14,96.3,96.435
20240221,95.04,95.235,95.515,95.82,96.07,96.275,96.43,96.55250000000001
20240222,95.04,95.2361607142857,95.505,95.79735849056604,96.04,96.225,96.365,96.48
20240223,95.025,95.21,95.465,95.74,95.97,96.14,96.285,96.4075
20240226,95.025,95.235,95.49863636363636,95.79,96.035,96.215,96.37,96.5
20240227,95.03,95.22,95.475,95.77,96.01,96.2,96.35,96.48
20240228,95.025,95.205,95.45,95.735,95.975,96.165,96.325,96.4475
20240229,95.03,95.21,95.46,95.73343750000001,95.96,96.145,96.295,96.42
20240301,95.045,95.275,95.54,95.825,96.050625,96.23,96.38,96.495
20240304,95.05,95.3,95.575,95.865,96.1,96.285,96.425,96.545
20240305,95.05,95.295,95.575,95.855,96.09,96.275,96.425,96.55
20240306,95.06,95.325,95.615,95.915,96.17,96.37,96.51666666666667,96.64
20240307,95.025,95.275,95.58,95.898,96.165,96.375,96.53,96.655
20240308,95.03,95.275,95.57,95.89,96.165,96.37029411764706,96.525,96.65
20240311,95.025,95.285,95.60038461538461,95.94,96.22500000000001,96.445,96.6,96.72
20240312,95.015,95.26,95.57,95.905,96.19121621621622,96.415,96.575,96.6975
20240313,95.01,95.215,95.495,95.81,96.09,96.31,96.485,96.615
20240314,95.0,95.215,95.485,95.79,96.055,96.275,96.45,96.57
20240315,95.0,95.2,95.44,95.72,95.965,96.17,96.341953125,96.47
20240318,95.0,95.175,95.415,95.685,95.925,96.11,96.275,96.405
20240319,95.175,95.415,95.67,95.885,96.07,96.22,96.355,96.48
20240320,95.29,95.57,95.845,96.08,96.25,96.4,96.52,96.63
20240321,95.3,95.605,95.895,96.13,96.315,96.465,96.585,96.69500000000001
20240322,95.28,95.575,95.855,96.085,96.265,96.41,96.53,96.63
20240325,95.28,95.575,95.865,96.095,96.275,96.425,96.545,96.645
20240326,95.265,95.56,95.85,96.09,96.27,96.415,96.525,96.63
20240327,95.245,95.52,95.795,96.04,96.225,96.38,96.505,96.61
20240328,95.235,95.505,95.785,96.03,96.225,96.38,96.495,96.605
20240329,95.21744140625,95.47828358208956,95.76242857142857,96.01,96.2028947368421,96.3625,96.485,96.5925
20240401,95.205,95.47413223140497,95.755,96.005,96.2,96.355,96.48,96.5825
20240402,95.16,95.405,95.675,95.91,96.09,96.23,96.345,96.45
20240403,95.19,95.455,95.73,95.955,96.13,96.27,96.375,96.47
20240404,95.21,95.475,95.74,95.96,96.125,96.255,96.37,96.46000000000001
20240405,95.225,95.505,95.78,95.995,96.16,96.29,96.4,96.505
20240408,95.245,95.515,95.76,95.955,96.1,96.22,96.325,96.425
20240409,95.255,95.525,95.775,95.98,96.135,96.26,96.37,96.475
20240410,95.275,95.545,95.795,95.99,96.14,96.27,96.385,96.485
20240411,95.21,95.42,95.615,95.77,95.9,96.03,96.14033333333333,96.245
20240412,95.225,95.435,95.64,95.8,95.936625,96.065,96.185,96.285
20240415,95.205,95.41,95.615,95.775,95.91,96.04,96.17,96.2775
20240416,95.195,95.395,95.6,95.755,95.895,96.015,96.14,96.25
20240417,95.25,95.465,95.67,95.83,95.965,96.095,96.21,96.315
20240418,95.25,95.47,95.68,95.84,95.985,96.115,96.23,96.34
20240419,95.25,95.46,95.66,95.81,95.95,96.08,96.2,96.305
20240422,95.21,95.41,95.6,95.75,95.885,96.01,96.1273076923077,96.235
20240423,95.215,95.42,95.615,95.765,95.895,96.02,96.14,96.245
20240424,95.21,95.405,95.595,95.745,95.88,96.0,96.1152205882353,96.215
20240425,95.21,95.415,95.61,95.77,95.9,96.02,96.135,96.235
20240426,95.195,95.38,95.56,95.7,95.82,95.935,96.05,96.155
20240429,95.215,95.41,95.59,95.74,95.86,95.975,96.085,96.195
20240430,95.205,95.4,95.575,95.72,95.845,95.965,96.08,96.195
20240501,95.185,95.375,95.53,95.665,95.78,95.9,96.015,96.12
20240502,95.215,95.42,95.60512962962963,95.75776785714287,95.885,96.01,96.13,96.24
20240503,95.22,95.425,95.62,95.78,95.92,96.05,96.175,96.29
20240506,95.25,95.49,95.705,95.88,96.035,96.165,96.29,96.405
20240507,95.25,95.49,95.71,95.89,96.05,96.185,96.31,96.425
20240508,95.245,95.47,95.68,95.855,96.02,96.15,96.28,96.4
20240509,95.23,95.445,95.655,95.83,95.98,96.11423076923076,96.235,96.35
20240510,95.235,95.46,95.675,95.855,96.00606481481482,96.13722891566266,96.265,96.375
20240513,95.175,95.38,95.585,95.76,95.92,96.06,96.195,96.32
20240514,95.16,95.365,95.57,95.745,95.91,96.055,96.195,96.325
20240515,95.175,95.38,95.58,95.77,95.945,96.1,96.24,96.37
20240516,95.185,95.415,95.64,95.85,96.0337786259542,96.195,96.34,96.465
20240517,95.175,95.395,95.615,95.815,96.0,96.16,96.3,96.43
20240520,95.175,95.395,95.615,95.815,96.0,96.16,96.3,96.43
20240521,95.175,95.385,95.605,95.805,95.98,96.13,96.27,96.395
20240522,95.21,95.415,95.635,95.83,96.0,96.15,96.29,96.415
20240523,95.215,95.42,95.63,95.825,96.005,96.16,96.3,96.425
20240524,95.215,95.42,95.615,95.79,95.965,96.12,96.27,96.4
20240527,95.205,95.405,95.58,95.76,95.93,96.095,96.25,96.385
20240528,95.2,95.395,95.575,95.755,95.925,96.09,96.25,96.395
20240529,95.195,95.38,95.55,95.71,95.87,96.025,96.175,96.305
20240530,95.205,95.39,95.56,95.72,95.875,96.035,96.18,96.315
20240531,95.2,95.395,95.58,95.74,95.9,96.055,96.2,96.32007692307693
20240603,95.245,95.455,95.66,95.845,96.015,96.185,96.33,96.45
20240604,95.245,95.475,95.695,95.89,96.07,96.24,96.39,96.51
20240605,95.24,95.47,95.7,95.91,96.11,96.28,96.425,96.545
20240606,95.33,95.6,95.835,96.045,96.24,96.415,96.56,96.685
20240607,95.33,95.595,95.83,96.04,96.225,96.4,96.545,96.66485294117648
20240610,95.32,95.565,95.775,95.975,96.165,96.33,96.47,96.58
20240611,95.335,95.62,95.845,96.05,96.23,96.395,96.525,96.63
