20140915,BAXU4,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6
20141215,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6
20150316,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6,BAXZ6
20150615,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6,BAXZ6,BAXH7
20150914,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6,BAXZ6,BAXH7,BAXM7
20151214,BAXZ5,BAXH6,BAXM6,BAXU6,BAXZ6,BAXH7,BAXM7,BAXU7
20160314,BAXH6,BAXM6,BAXU6,BAXZ6,BAXH7,BAXM7,BAXU7,BAXZ7
20160613,BAXM6,BAXU6,BAXZ6,BAXH7,BAXM7,BAXU7,BAXZ7,BAXH8
20160919,BAXU6,BAXZ6,BAXH7,BAXM7,BAXU7,BAXZ7,BAXH8,BAXM8
20161219,BAXZ6,BAXH7,BAXM7,BAXU7,BAXZ7,BAXH8,BAXM8,BAXU8
20170313,BAXH7,BAXM7,BAXU7,BAXZ7,BAXH8,BAXM8,BAXU8,BAXZ8
20170619,BAXM7,BAXU7,BAXZ7,BAXH8,BAXM8,BAXU8,BAXZ8,BAXH9
20170918,BAXU7,BAXZ7,BAXH8,BAXM8,BAXU8,BAXZ8,BAXH9,BAXM9
20171218,BAXZ7,BAXH8,BAXM8,BAXU8,BAXZ8,BAXH9,BAXM9,BAXU9
20180319,BAXH8,BAXM8,BAXU8,BAXZ8,BAXH9,BAXM9,BAXU9,BAXZ9
20180618,BAXM8,BAXU8,BAXZ8,BAXH9,BAXM9,BAXU9,BAXZ9,BAXH0
20180917,BAXU8,BAXZ8,BAXH9,BAXM9,BAXU9,BAXZ9,BAXH0,BAXM0
20181217,BAXZ8,BAXH9,BAXM9,BAXU9,BAXZ9,BAXH0,BAXM0,BAXU0
20190318,BAXH9,BAXM9,BAXU9,BAXZ9,BAXH0,BAXM0,BAXU0,BAXZ0
20190617,BAXM9,BAXU9,BAXZ9,BAXH0,BAXM0,BAXU0,BAXZ0,BAXH1
20190916,BAXU9,BAXZ9,BAXH0,BAXM0,BAXU0,BAXZ0,BAXH1,BAXM1
20191216,BAXZ9,BAXH0,BAXM0,BAXU0,BAXZ0,BAXH1,BAXM1,BAXU1
20200316,BAXH0,BAXM0,BAXU0,BAXZ0,BAXH1,BAXM1,BAXU1,BAXZ1
20200615,BAXM0,BAXU0,BAXZ0,BAXH1,BAXM1,BAXU1,BAXZ1,BAXH2
20200914,BAXU0,BAXZ0,BAXH1,BAXM1,BAXU1,BAXZ1,BAXH2,BAXM2
20201214,BAXZ0,BAXH1,BAXM1,BAXU1,BAXZ1,BAXH2,BAXM2,BAXU2
20210315,BAXH1,BAXM1,BAXU1,BAXZ1,BAXH2,BAXM2,BAXU2,BAXZ2
20210614,BAXM1,BAXU1,BAXZ1,BAXH2,BAXM2,BAXU2,BAXZ2,BAXH3
20210913,BAXU1,BAXZ1,BAXH2,BAXM2,BAXU2,BAXZ2,BAXH3,BAXM3
20211213,BAXZ1,BAXH2,BAXM2,BAXU2,BAXZ2,BAXH3,BAXM3,BAXU3
20220314,BAXH2,BAXM2,BAXU2,BAXZ2,BAXH3,BAXM3,BAXU3,BAXZ3
20220613,BAXM2,BAXU2,BAXZ2,BAXH3,BAXM3,BAXU3,BAXZ3,BAXH4
20220919,BAXU2,BAXZ2,BAXH3,BAXM3,BAXU3,BAXZ3,BAXH4,BAXM4
20221219,BAXZ2,BAXH3,BAXM3,BAXU3,BAXZ3,BAXH4,BAXM4,BAXU4
20230313,BAXH3,BAXM3,BAXU3,BAXZ3,BAXH4,BAXM4,BAXU4,BAXZ4
20230619,BAXM3,BAXU3,BAXZ3,BAXH4,BAXM4,BAXU4,BAXZ4,BAXH5
20230918,BAXU3,BAXZ3,BAXH4,BAXM4,BAXU4,BAXZ4,BAXH5,BAXM5
20231218,BAXZ3,BAXH4,BAXM4,BAXU4,BAXZ4,BAXH5,BAXM5,BAXU5
20240318,BAXH4,BAXM4,BAXU4,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5
20240617,BAXM4,BAXU4,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6
20240916,BAXU4,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6
20241216,BAXZ4,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6
20250317,BAXH5,BAXM5,BAXU5,BAXZ5,BAXH6,BAXM6,BAXU6,BAXZ6
