20120130,GCJ2
20120329,GCM2
20120530,GCQ2
20120730,GCZ2
20121129,GCG3
20130130,GCJ3
20130328,GCM3
20130530,GCQ3
20130730,GCZ3
20131127,GCG4
20140130,GCJ4
20140328,GCM4
20140529,GCQ4
20140730,GCZ4
20141126,GCG5
20150129,GCJ5
20150330,GCM5
20150528,GCQ5
20150730,GCZ5
20151127,GCG6
20160128,GCJ6
20160330,GCM6
20160527,GCQ6
20160728,GCZ6
20161129,GCG7
20170130,GCJ7
20170330,GCM7
20170530,GCQ7
20170728,GCZ7
20171129,GCG8
20180130,GCJ8
20180329,GCM8
20180530,GCQ8
20180730,GCZ8
20181129,GCG9
20190130,GCJ9
20190328,GCM9
20190530,GCQ9
20190730,GCZ9
20191127,GCG0
20200130,GCJ0
20200330,GCM0
20200528,GCQ0
20200730,GCZ0
20201127,GCG1
20210128,GCJ1
20210330,GCM1
20210527,GCQ1
20210729,GCZ1
20211129,GCG2
20220128,GCJ2
20220330,GCM2
20220527,GCQ2
20220728,GCZ2
20221129,GCG3
20230130,GCJ3
20230330,GCM3
20230530,GCQ3
20230728,GCZ3
20231129,GCG4
20240130,GCJ4
20240328,GCM4
20240530,GCQ4
20240730,GCZ4
20241127,GCG5
20250130,GCJ5
