KRW_TradeBalance;20210801;00:00;Trade Balance;South Korea;KRW;1
AUD_BankHoliday;20210801;14:00;Bank Holiday;Australia;AUD;0
AUD_AiGPerformanceofMfgIndex;20210801;22:30;AiG Performance of Mfg Index;Australia;AUD;2
AUD_S&PGlobalManufacturingPMI;20210801;23:00;S&P Global Manufacturing PMI;Australia;AUD;1
