KRW_KoreanNewYear;20180218;00:00;Korean New Year ;South Korea;KRW;0
CNY_ChineseNewYear;20180218;00:00;Chinese New Year;China;CNY;0
JPY_Exports;20180218;23:50;Exports (YoY);Japan;JPY;2
JPY_AdjustedMerchandiseTradeBalance;20180218;23:50;Adjusted Merchandise Trade Balance;Japan;JPY;2
JPY_MerchandiseTradeBalanceTotal;20180218;23:50;Merchandise Trade Balance Total;Japan;JPY;2
JPY_Imports;20180218;23:50;Imports (YoY);Japan;JPY;2
