KRW_KoreanNewYear;20170129;00:00;Korean New Year ;South Korea;KRW;0
CNY_ChineseNewYear;20170129;00:00;Chinese New Year;China;CNY;0
NZD_TradeBalanceNZD;20170129;21:45;Trade Balance NZD (MoM);New Zealand;NZD;2
NZD_Exports;20170129;21:45;Exports;New Zealand;NZD;2
NZD_Imports;20170129;21:45;Imports;New Zealand;NZD;2
JPY_RetailTrade;20170129;23:50;Retail Trade (YoY);Japan;JPY;2
JPY_LargeRetailerSales;20170129;23:50;Large Retailer Sales;Japan;JPY;2
