USD_MartinLKingBirthday;20170116;00:00;Martin L. King Birthday;United States;USD;0
AUD_TDSecuritiesInflation;20170116;00:00;TD Securities Inflation (MoM);Australia;AUD;2
GBP_RightmoveHousePriceIndex;20170116;00:01;Rightmove House Price Index (MoM);United Kingdom;GBP;2
IDR_Imports;20170116;04:00;Imports;Indonesia;IDR;1
IDR_Exports;20170116;04:00;Exports;Indonesia;IDR;1
IDR_TradeBalance;20170116;04:00;Trade Balance;Indonesia;IDR;1
JPY_TertiaryIndustryIndex;20170116;04:30;Tertiary Industry Index (MoM);Japan;JPY;2
JPY_MachineToolOrders;20170116;06:00;Machine Tool Orders (YoY);Japan;JPY;1
INR_TradeDeficitGovernment;20170116;06:30;Trade Deficit Government;India;INR;1
INR_WPIInflation;20170116;06:30;WPI Inflation;India;INR;1
NOK_TradeBalance;20170116;07:00;Trade Balance;Norway;NOK;1
TRY_UnemploymentRate;20170116;07:00;Unemployment Rate;Turkey;TRY;1
TRY_BudgetBalance;20170116;07:00;Budget Balance;Turkey;TRY;1
CNY_FDIForeignDirectInvestment;20170116;07:15;FDI - Foreign Direct Investment (YTD) (YoY);China;CNY;2
CZK_ProducerPriceIndex;20170116;08:00;Producer Price Index (YoY);Czech Republic;CZK;1
EUR_ItaConsumerPriceIndex;20170116;09:00;Consumer Price Index (EU Norm) (MoM);Italy;EUR;1
EUR_EurTradeBalance;20170116;10:00;Trade Balance s.a.;European Monetary Union;EUR;2
PLN_NetInflation;20170116;13:00;Net Inflation;Poland;PLN;1
RUB_ForeignTrade;20170116;13:00;Foreign Trade;Russia;RUB;1
GBP_CentralBankSpeech;20170116;18:30;BoE Governor Carney speech;United Kingdom;GBP;3
NZD_NZIERBusinessConfidence;20170116;21:00;NZIER Business Confidence (QoQ);New Zealand;NZD;2
