DATE;PNL
20210113;781.776000595
20210210;753.834310627
20210310;799.794160461
20210413;2406.28857117
20210512;9503.84299622
20210610;1963.56594582
20210713;294.546401978
20210811;-198.474901581
20210914;990.369573975
20211013;3424.45758286
20211110;-4296.81912766
20211210;245.543833542
20220112;-9174.67316895
20220210;5951.5762764
20220310;38035.4160156
20220412;1281.59262657
20220511;9545.70878067
20220610;-1826.11917877
20220713;6142.53970184
20220810;-4197.828125
20220913;10529.2062225
20221013;-7296.5760376
20221110;-13742.3031738
20221213;8722.56382446
20230112;-6487.17562866
20230214;-10807.5597359
20230314;1111.12421722
20230412;7356.66693382
20230510;3264.03376999
20230613;820.903012848
20230712;-5659.4
