STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;TSTIME;TETIME
SLSL;SLSL;XEUR.FGBL.0;XEUR.FOAT.0;080000;185900;1;080000;185900
