DATE;PNL
20180423;-83068.9
20180424;-397819.8
20180425;388719.0
20180426;518227.1
20180427;250401.6
20180430;-340371.3
20180502;81568.2
20180503;-14056.74
20180504;84135.4
20180508;-479284.6
20180509;5271.1
20180510;478009.785
20180511;322925.9
20180514;255493.6
20180515;-232407.4
20180516;573402.9
20180517;273342.27
20180518;587501.0
20180521;748482.6
20180522;77361.3
20180523;42499.0
20180524;-97069.6
20180525;100131.5
20180529;1451068.0
20180530;166252.0
20180531;546717.1
20180601;525057.3
20180604;-115512.6
20180605;511223.8
20180606;-963402.062
20180607;254252.1
20180608;-199426.2
20180611;-219259.1
20180612;-122280.6
20180613;-408408.0
20180614;384504.48
20180615;-241605.44
20180618;-174169.39
20180619;-67521.1
20180620;-98964.1
20180621;685842.0
20180622;-58851.41
20180625;-135156.2
20180626;160032.0
20180627;-388459.7
20180629;99394.13
20180702;-96771.9
20180703;160152.58
20180704;79994.5
20180705;380762.9
20180706;36746.62
20180709;-564145.1
20180710;-152657.28
20180711;218992.4
20180712;105175.14
20180713;-83658.3
20180716;-103746.4
20180717;118179.48
20180718;-53994.7
20180719;142497.0
20180720;72189.23
20180723;17026.0
20180724;385480.4
20180725;106531.38
20180726;6210.7
20180727;-127.3
20180730;-341818.1
20180731;530949.62
20180801;80607.1
20180802;-356546.98
20180803;340215.2
20180806;276998.51
20180807;66853.5
20180808;191977.69
20180809;-200833.4
20180810;-162208.6
20180813;-200540.6
20180814;112525.1
20180815;19176.9
20180816;292051.1
20180817;-161149.6
20180820;-272342.6
20180821;421104.0
20180822;-229154.3
20180823;-141040.8
20180824;-84412.26
20180828;187714.4
20180829;-319836.7
20180830;184354.9
20180831;9516.3
20180903;15668.7
20180904;-341892.9
20180905;-25689.09
20180906;78950.12
20180907;307329.0
20180910;-254901.1
20180911;599142.7
20180912;28212.38
20180913;333189.5
20180914;-58188.9
20180917;-164347.2
20180918;369889.8
20180919;94662.3
20180920;50565.9
20180921;659227.0
20180924;-505913.8
20180925;255442.9
20180926;367152.3
20180927;41722.6
20180928;-395656.1
20181001;115752.95
20181002;585575.9
20181003;143183.7
20181004;1040305.1
20181005;-304437.4
20181008;289798.0
20181009;176267.1
20181010;57138.9
20181011;563201.28
20181012;225739.0
20181015;157242.7
20181016;80177.1
20181017;-241216.2
20181018;719235.22
20181019;-448661.3
20181022;-55797.46
20181023;36497.89
20181024;669179.3
20181025;119642.5
20181026;1378043.2
20181029;-2010.8
20181030;481378.4
20181031;233398.9
20181101;-417363.6
20181102;130932.1
20181105;47872.48
20181106;112972.22
20181107;-198717.8
20181108;63627.275
20181109;438623.2
20181112;-34780.22
20181113;341485.7
20181114;205884.0
20181115;210591.1
20181116;247578.1
20181119;252177.57
20181120;682732.0
20181121;479484.9
20181122;87433.16
20181123;-82908.7
20181126;300661.92
20181127;347164.3
20181128;-146190.8
20181129;-121917.7
20181130;-183221.6
20181203;220263.4
20181204;-683357.3
20181205;790070.8
20181206;955071.0
20181207;-6654.2
20181210;-365897.0
20181211;-190850.1
20181212;489481.7
20181213;328303.1
20181214;-734058.7
20181217;-766691.3
20181218;-255587.49
20181219;522945.6
20181220;-17286.3
20181221;-123689.9
20181227;272323.8
20181228;586373.7
20190102;614282.0
20190103;-437194.6
20190104;-628270.1
20190107;-72745.8
20190108;-40685.8
20190109;-272052.1
20190110;-163882.3
20190111;-23442.8
20190114;-6745.4
20190115;358661.7
20190116;40508.66
20190117;182017.2
20190118;-311239.0
20190121;-62174.45
20190122;-138986.3
20190123;-148425.434
20190124;-242833.1
20190125;-659724.3
20190128;-448509.7
20190129;110929.5
20190130;-514647.0
20190131;66969.5
20190201;-226671.8
20190204;192354.7
20190205;129574.9
20190206;32740.8
20190207;-5790.8
20190208;236744.6
20190211;-216737.53
20190212;-268195.84
20190213;70124.2
20190214;116475.5
20190215;85247.0
20190218;-98605.41
20190219;-142016.4
20190220;-21453.28
20190221;616152.3
20190222;153399.0
20190225;223743.7
20190226;645729.0
20190301;204724.5
20190304;5021.7
20190305;259211.4
20190306;-65598.4
20190307;56527.4
20190308;-197077.5
20190311;133643.1
20190312;449948.4
20190313;193937.71
20190314;291387.8
20190315;85138.9
20190318;136291.9
20190320;-86774.7
20190321;-703416.0
20190322;-427152.0
20190325;-107361.0
20190326;62545.5
20190327;473025.2
20190328;-259470.1
20190329;601409.2
20190401;-94446.0
20190402;291818.0
20190403;190299.83
20190404;22687.8
20190405;-176737.98
20190408;-74033.7
20190409;312972.1
20190410;506888.8
20190411;-63697.4
20190412;448439.1
20190415;33434.96
20190416;169686.63
20190417;-410628.54
20190418;-78709.2
20190423;-467992.2
20190424;-114438.7
20190425;-411463.1
20190426;307563.07
20190429;165430.6
20190430;181399.6
20190502;-65508.4
20190503;-98492.1
20190507;1017905.1
20190508;-246745.0
20190509;282723.6
20190510;-960683.4
20190513;232805.4
20190514;213461.5
20190515;1808993.7
20190516;-114584.78
20190517;154236.6
20190520;23429.3
20190521;359043.9
20190522;-43294.32
20190523;-421180.4
20190524;-15910.87
20190528;85282.0
20190529;-466197.948
20190530;186008.6
20190531;77823.0
20190603;-467477.22
20190604;340126.3
20190605;98400.6
20190606;-136723.265
20190607;-398795.7
20190610;76540.66
20190611;226344.9
20190612;123403.8
20190613;279177.2
20190614;-430549.6
20190617;-27558.6
20190618;1153466.31
20190619;156017.35
20190620;531116.9
20190621;-409266.0
20190624;-368541.2
20190625;720514.0
20190626;569617.47
20190627;602803.6
20190628;270127.1
20190701;193314.0
20190702;-122614.0
20190703;296818.1
20190704;-21104.5
20190705;-252920.0
20190708;50086.82
20190709;61336.96
20190710;-475630.3
20190711;16376.8
20190712;-69886.9
20190715;-135715.6
20190716;-146338.9
20190717;401246.7
20190718;-165456.47
20190719;-27928.07
20190722;190383.8
20190723;-389252.3
20190724;208274.9
20190725;302865.6
20190726;8065.3
20190729;-789399.0
20190730;130531.5
20190731;68959.7
20190801;-706019.8
20190802;174949.2
20190805;873163.0
20190806;742967.3
20190807;-195534.1
20190808;-33548.3
20190809;248218.4
20190812;-33821.6
20190813;-681692.0
20190814;613202.0
20190815;2050748.7
20190816;-48301.3
20190819;-415231.53
20190820;727952.3
20190821;62518.4
20190822;454426.0
20190823;-754307.5
20190827;-506157.6
20190828;-138191.0
20190829;-388824.2
20190830;-770934.2
20190902;-171486.2
20190903;1640033.4
20190904;229333.96
20190905;-409293.3
20190906;-183384.9
20190909;229737.5
20190910;-75353.676
20190911;-222887.7
20190912;1697364.0
20190913;274194.5
20190916;-295936.6
20190917;385411.6
20190918;133201.445
20190919;463889.5
20190920;-384537.05
20190923;1428362.0
20190924;106644.8
20190925;-545575.0
20190926;-705201.6
20190927;-821443.0
20190930;464231.1
20191001;846795.9
20191002;-726962.8
