Period 57: 1996-03-31 2016-02-05 2016-02-06 2016-02-12
Period 58: 1996-04-07 2016-02-12 2016-02-13 2016-02-19
Period 59: 1996-04-14 2016-02-19 2016-02-20 2016-02-26
Period 60: 1996-04-21 2016-02-26 2016-02-27 2016-03-04
Period 61: 1996-04-28 2016-03-04 2016-03-05 2016-03-11
Period 62: 1996-05-05 2016-03-11 2016-03-12 2016-03-18
Period 63: 1996-05-12 2016-03-18 2016-03-19 2016-03-25
Period 64: 1996-05-19 2016-03-25 2016-03-26 2016-04-01
Period 65: 1996-05-26 2016-04-01 2016-04-02 2016-04-08
Period 66: 1996-06-02 2016-04-08 2016-04-09 2016-04-15
Period 67: 1996-06-09 2016-04-15 2016-04-16 2016-04-22
Period 68: 1996-06-16 2016-04-22 2016-04-23 2016-04-29
Period 69: 1996-06-23 2016-04-29 2016-04-30 2016-05-06
Period 70: 1996-06-30 2016-05-06 2016-05-07 2016-05-13
Period 71: 1996-07-07 2016-05-13 2016-05-14 2016-05-20
Period 72: 1996-07-14 2016-05-20 2016-05-21 2016-05-27
Period 73: 1996-07-21 2016-05-27 2016-05-28 2016-06-03
Period 74: 1996-07-28 2016-06-03 2016-06-04 2016-06-10
Period 75: 1996-08-04 2016-06-10 2016-06-11 2016-06-17
Period 76: 1996-08-11 2016-06-17 2016-06-18 2016-06-24
Period 77: 1996-08-18 2016-06-24 2016-06-25 2016-07-01
Period 78: 1996-08-25 2016-07-01 2016-07-02 2016-07-08
Period 79: 1996-09-01 2016-07-08 2016-07-09 2016-07-15
Period 80: 1996-09-08 2016-07-15 2016-07-16 2016-07-22
Period 81: 1996-09-15 2016-07-22 2016-07-23 2016-07-29
Period 82: 1996-09-22 2016-07-29 2016-07-30 2016-08-05
Period 83: 1996-09-29 2016-08-05 2016-08-06 2016-08-12
Period 84: 1996-10-06 2016-08-12 2016-08-13 2016-08-19
Period 85: 1996-10-13 2016-08-19 2016-08-20 2016-08-26
Period 86: 1996-10-20 2016-08-26 2016-08-27 2016-09-02
Period 87: 1996-10-27 2016-09-02 2016-09-03 2016-09-09
Period 88: 1996-11-03 2016-09-09 2016-09-10 2016-09-16
Period 89: 1996-11-10 2016-09-16 2016-09-17 2016-09-23
Period 90: 1996-11-17 2016-09-23 2016-09-24 2016-09-30
Period 91: 1996-11-24 2016-09-30 2016-10-01 2016-10-07
Period 92: 1996-12-01 2016-10-07 2016-10-08 2016-10-14
Period 93: 1996-12-08 2016-10-14 2016-10-15 2016-10-21
Period 94: 1996-12-15 2016-10-21 2016-10-22 2016-10-28
Period 95: 1996-12-22 2016-10-28 2016-10-29 2016-11-04
Period 96: 1996-12-29 2016-11-04 2016-11-05 2016-11-11
Period 97: 1997-01-05 2016-11-11 2016-11-12 2016-11-18
Period 98: 1997-01-12 2016-11-18 2016-11-19 2016-11-25
Period 99: 1997-01-19 2016-11-25 2016-11-26 2016-12-02
Period 100: 1997-01-26 2016-12-02 2016-12-03 2016-12-09
Period 101: 1997-02-02 2016-12-09 2016-12-10 2016-12-16
Period 102: 1997-02-09 2016-12-16 2016-12-17 2016-12-23
Period 103: 1997-02-16 2016-12-23 2016-12-24 2016-12-30
Period 104: 1997-02-23 2016-12-30 2016-12-31 2017-01-06
Period 105: 1997-03-02 2017-01-06 2017-01-07 2017-01-13
Period 106: 1997-03-09 2017-01-13 2017-01-14 2017-01-20
Period 107: 1997-03-16 2017-01-20 2017-01-21 2017-01-27
Period 108: 1997-03-23 2017-01-27 2017-01-28 2017-02-03
Period 109: 1997-03-30 2017-02-03 2017-02-04 2017-02-10
Period 110: 1997-04-06 2017-02-10 2017-02-11 2017-02-17
Period 111: 1997-04-13 2017-02-17 2017-02-18 2017-02-24
Period 112: 1997-04-20 2017-02-24 2017-02-25 2017-03-03
Period 113: 1997-04-27 2017-03-03 2017-03-04 2017-03-10
Period 114: 1997-05-04 2017-03-10 2017-03-11 2017-03-17
Period 115: 1997-05-11 2017-03-17 2017-03-18 2017-03-24
Period 116: 1997-05-18 2017-03-24 2017-03-25 2017-03-31
Period 117: 1997-05-25 2017-03-31 2017-04-01 2017-04-07
Period 118: 1997-06-01 2017-04-07 2017-04-08 2017-04-14
Period 119: 1997-06-08 2017-04-14 2017-04-15 2017-04-21
Period 120: 1997-06-15 2017-04-21 2017-04-22 2017-04-28
Period 121: 1997-06-22 2017-04-28 2017-04-29 2017-05-05
Period 122: 1997-06-29 2017-05-05 2017-05-06 2017-05-12
Period 123: 1997-07-06 2017-05-12 2017-05-13 2017-05-19
Period 124: 1997-07-13 2017-05-19 2017-05-20 2017-05-26
Period 125: 1997-07-20 2017-05-26 2017-05-27 2017-06-02
Period 126: 1997-07-27 2017-06-02 2017-06-03 2017-06-09
Period 127: 1997-08-03 2017-06-09 2017-06-10 2017-06-16
Period 128: 1997-08-10 2017-06-16 2017-06-17 2017-06-23
Period 129: 1997-08-17 2017-06-23 2017-06-24 2017-06-30
Period 130: 1997-08-24 2017-06-30 2017-07-01 2017-07-07
Period 131: 1997-08-31 2017-07-07 2017-07-08 2017-07-14
Period 132: 1997-09-07 2017-07-14 2017-07-15 2017-07-21
Period 133: 1997-09-14 2017-07-21 2017-07-22 2017-07-28
Period 134: 1997-09-21 2017-07-28 2017-07-29 2017-08-04
Period 135: 1997-09-28 2017-08-04 2017-08-05 2017-08-11
Period 136: 1997-10-05 2017-08-11 2017-08-12 2017-08-18
Period 137: 1997-10-12 2017-08-18 2017-08-19 2017-08-25
Period 138: 1997-10-19 2017-08-25 2017-08-26 2017-09-01
Period 139: 1997-10-26 2017-09-01 2017-09-02 2017-09-08
Period 140: 1997-11-02 2017-09-08 2017-09-09 2017-09-15
Period 141: 1997-11-09 2017-09-15 2017-09-16 2017-09-22
Period 142: 1997-11-16 2017-09-22 2017-09-23 2017-09-29
Period 143: 1997-11-23 2017-09-29 2017-09-30 2017-10-06
Period 144: 1997-11-30 2017-10-06 2017-10-07 2017-10-13
Period 145: 1997-12-07 2017-10-13 2017-10-14 2017-10-20
Period 146: 1997-12-14 2017-10-20 2017-10-21 2017-10-27
Period 147: 1997-12-21 2017-10-27 2017-10-28 2017-11-03
Period 148: 1997-12-28 2017-11-03 2017-11-04 2017-11-10
Period 149: 1998-01-04 2017-11-10 2017-11-11 2017-11-17
Period 150: 1998-01-11 2017-11-17 2017-11-18 2017-11-24
Period 151: 1998-01-18 2017-11-24 2017-11-25 2017-12-01
Period 152: 1998-01-25 2017-12-01 2017-12-02 2017-12-08
Period 153: 1998-02-01 2017-12-08 2017-12-09 2017-12-15
Period 154: 1998-02-08 2017-12-15 2017-12-16 2017-12-22
Period 155: 1998-02-15 2017-12-22 2017-12-23 2017-12-29
Period 156: 1998-02-22 2017-12-29 2017-12-30 2018-01-05
Period 157: 1998-03-01 2018-01-05 2018-01-06 2018-01-12
Period 158: 1998-03-08 2018-01-12 2018-01-13 2018-01-19
Period 159: 1998-03-15 2018-01-19 2018-01-20 2018-01-26
Period 160: 1998-03-22 2018-01-26 2018-01-27 2018-02-02
Period 161: 1998-03-29 2018-02-02 2018-02-03 2018-02-09
Period 162: 1998-04-05 2018-02-09 2018-02-10 2018-02-16
Period 163: 1998-04-12 2018-02-16 2018-02-17 2018-02-23
Period 164: 1998-04-19 2018-02-23 2018-02-24 2018-03-02
Period 165: 1998-04-26 2018-03-02 2018-03-03 2018-03-09
Period 166: 1998-05-03 2018-03-09 2018-03-10 2018-03-16
Period 167: 1998-05-10 2018-03-16 2018-03-17 2018-03-23
Period 168: 1998-05-17 2018-03-23 2018-03-24 2018-03-30
Period 169: 1998-05-24 2018-03-30 2018-03-31 2018-04-06
Period 170: 1998-05-31 2018-04-06 2018-04-07 2018-04-13
Period 171: 1998-06-07 2018-04-13 2018-04-14 2018-04-20
Period 172: 1998-06-14 2018-04-20 2018-04-21 2018-04-27
Period 173: 1998-06-21 2018-04-27 2018-04-28 2018-05-04
Period 174: 1998-06-28 2018-05-04 2018-05-05 2018-05-11
Period 175: 1998-07-05 2018-05-11 2018-05-12 2018-05-18
Period 176: 1998-07-12 2018-05-18 2018-05-19 2018-05-25
Period 177: 1998-07-19 2018-05-25 2018-05-26 2018-06-01
Period 178: 1998-07-26 2018-06-01 2018-06-02 2018-06-08
Period 179: 1998-08-02 2018-06-08 2018-06-09 2018-06-15
Period 180: 1998-08-09 2018-06-15 2018-06-16 2018-06-22
Period 181: 1998-08-16 2018-06-22 2018-06-23 2018-06-29
Period 182: 1998-08-23 2018-06-29 2018-06-30 2018-07-06
Period 183: 1998-08-30 2018-07-06 2018-07-07 2018-07-13
Period 184: 1998-09-06 2018-07-13 2018-07-14 2018-07-20
Period 185: 1998-09-13 2018-07-20 2018-07-21 2018-07-27
Period 186: 1998-09-20 2018-07-27 2018-07-28 2018-08-03
Period 187: 1998-09-27 2018-08-03 2018-08-04 2018-08-10
Period 188: 1998-10-04 2018-08-10 2018-08-11 2018-08-17
Period 189: 1998-10-11 2018-08-17 2018-08-18 2018-08-24
Period 190: 1998-10-18 2018-08-24 2018-08-25 2018-08-31
Period 191: 1998-10-25 2018-08-31 2018-09-01 2018-09-07
Period 192: 1998-11-01 2018-09-07 2018-09-08 2018-09-14
Period 193: 1998-11-08 2018-09-14 2018-09-15 2018-09-21
Period 194: 1998-11-15 2018-09-21 2018-09-22 2018-09-28
Period 195: 1998-11-22 2018-09-28 2018-09-29 2018-10-05
Period 196: 1998-11-29 2018-10-05 2018-10-06 2018-10-12
Period 197: 1998-12-06 2018-10-12 2018-10-13 2018-10-19
Period 198: 1998-12-13 2018-10-19 2018-10-20 2018-10-26
Period 199: 1998-12-20 2018-10-26 2018-10-27 2018-11-02
Period 200: 1998-12-27 2018-11-02 2018-11-03 2018-11-09
Period 201: 1999-01-03 2018-11-09 2018-11-10 2018-11-16
Period 202: 1999-01-10 2018-11-16 2018-11-17 2018-11-23
Period 203: 1999-01-17 2018-11-23 2018-11-24 2018-11-30
Period 204: 1999-01-24 2018-11-30 2018-12-01 2018-12-07
Period 205: 1999-01-31 2018-12-07 2018-12-08 2018-12-14
Period 206: 1999-02-07 2018-12-14 2018-12-15 2018-12-21
Period 207: 1999-02-14 2018-12-21 2018-12-22 2018-12-28
Period 208: 1999-02-21 2018-12-28 2018-12-29 2019-01-04
Period 209: 1999-02-28 2019-01-04 2019-01-05 2019-01-11
Period 210: 1999-03-07 2019-01-11 2019-01-12 2019-01-18
Period 211: 1999-03-14 2019-01-18 2019-01-19 2019-01-25
Period 212: 1999-03-21 2019-01-25 2019-01-26 2019-02-01
Period 213: 1999-03-28 2019-02-01 2019-02-02 2019-02-08
Period 214: 1999-04-04 2019-02-08 2019-02-09 2019-02-15
Period 215: 1999-04-11 2019-02-15 2019-02-16 2019-02-22
Period 216: 1999-04-18 2019-02-22 2019-02-23 2019-03-01
Period 217: 1999-04-25 2019-03-01 2019-03-02 2019-03-08
Period 218: 1999-05-02 2019-03-08 2019-03-09 2019-03-15
Period 219: 1999-05-09 2019-03-15 2019-03-16 2019-03-22
Period 220: 1999-05-16 2019-03-22 2019-03-23 2019-03-29
Period 221: 1999-05-23 2019-03-29 2019-03-30 2019-04-05
Period 222: 1999-05-30 2019-04-05 2019-04-06 2019-04-12
Period 223: 1999-06-06 2019-04-12 2019-04-13 2019-04-19
Period 224: 1999-06-13 2019-04-19 2019-04-20 2019-04-26
Period 225: 1999-06-20 2019-04-26 2019-04-27 2019-05-03
Period 226: 1999-06-27 2019-05-03 2019-05-04 2019-05-10
Period 227: 1999-07-04 2019-05-10 2019-05-11 2019-05-17
Period 228: 1999-07-11 2019-05-17 2019-05-18 2019-05-24
Period 229: 1999-07-18 2019-05-24 2019-05-25 2019-05-31
Period 230: 1999-07-25 2019-05-31 2019-06-01 2019-06-07
Period 231: 1999-08-01 2019-06-07 2019-06-08 2019-06-14
Period 232: 1999-08-08 2019-06-14 2019-06-15 2019-06-21
Period 233: 1999-08-15 2019-06-21 2019-06-22 2019-06-28
Period 234: 1999-08-22 2019-06-28 2019-06-29 2019-07-05
Period 235: 1999-08-29 2019-07-05 2019-07-06 2019-07-12
Period 236: 1999-09-05 2019-07-12 2019-07-13 2019-07-19
Period 237: 1999-09-12 2019-07-19 2019-07-20 2019-07-26
Period 238: 1999-09-19 2019-07-26 2019-07-27 2019-08-02
Period 239: 1999-09-26 2019-08-02 2019-08-03 2019-08-09
Period 240: 1999-10-03 2019-08-09 2019-08-10 2019-08-16
Period 241: 1999-10-10 2019-08-16 2019-08-17 2019-08-23
Period 242: 1999-10-17 2019-08-23 2019-08-24 2019-08-30
Period 243: 1999-10-24 2019-08-30 2019-08-31 2019-09-06
Period 244: 1999-10-31 2019-09-06 2019-09-07 2019-09-13
Period 245: 1999-11-07 2019-09-13 2019-09-14 2019-09-20
Period 246: 1999-11-14 2019-09-20 2019-09-21 2019-09-27
Period 247: 1999-11-21 2019-09-27 2019-09-28 2019-10-04
Period 248: 1999-11-28 2019-10-04 2019-10-05 2019-10-11
Period 249: 1999-12-05 2019-10-11 2019-10-12 2019-10-18
Period 250: 1999-12-12 2019-10-18 2019-10-19 2019-10-25
Period 251: 1999-12-19 2019-10-25 2019-10-26 2019-11-01
Period 252: 1999-12-26 2019-11-01 2019-11-02 2019-11-08
Period 253: 2000-01-02 2019-11-08 2019-11-09 2019-11-15
Period 254: 2000-01-09 2019-11-15 2019-11-16 2019-11-22
Period 255: 2000-01-16 2019-11-22 2019-11-23 2019-11-29
Period 256: 2000-01-23 2019-11-29 2019-11-30 2019-12-06
Period 257: 2000-01-30 2019-12-06 2019-12-07 2019-12-13
Period 258: 2000-02-06 2019-12-13 2019-12-14 2019-12-20
Period 259: 2000-02-13 2019-12-20 2019-12-21 2019-12-27
Period 260: 2000-02-20 2019-12-27 2019-12-28 2020-01-03
Period 261: 2000-02-27 2020-01-03 2020-01-04 2020-01-10
Period 262: 2000-03-05 2020-01-10 2020-01-11 2020-01-17
Period 263: 2000-03-12 2020-01-17 2020-01-18 2020-01-24
Period 264: 2000-03-19 2020-01-24 2020-01-25 2020-01-31
Period 265: 2000-03-26 2020-01-31 2020-02-01 2020-02-07
Period 266: 2000-04-02 2020-02-07 2020-02-08 2020-02-14
Period 267: 2000-04-09 2020-02-14 2020-02-15 2020-02-21
Period 268: 2000-04-16 2020-02-21 2020-02-22 2020-02-28
Period 269: 2000-04-23 2020-02-28 2020-02-29 2020-03-06
Period 270: 2000-04-30 2020-03-06 2020-03-07 2020-03-13
Period 271: 2000-05-07 2020-03-13 2020-03-14 2020-03-20
Period 272: 2000-05-14 2020-03-20 2020-03-21 2020-03-27
Period 273: 2000-05-21 2020-03-27 2020-03-28 2020-04-03
Period 274: 2000-05-28 2020-04-03 2020-04-04 2020-04-10
Period 275: 2000-06-04 2020-04-10 2020-04-11 2020-04-17
Period 276: 2000-06-11 2020-04-17 2020-04-18 2020-04-24
Period 277: 2000-06-18 2020-04-24 2020-04-25 2020-05-01
Period 278: 2000-06-25 2020-05-01 2020-05-02 2020-05-08
Period 279: 2000-07-02 2020-05-08 2020-05-09 2020-05-15
Period 280: 2000-07-09 2020-05-15 2020-05-16 2020-05-22
Period 281: 2000-07-16 2020-05-22 2020-05-23 2020-05-29
Period 282: 2000-07-23 2020-05-29 2020-05-30 2020-06-05
Period 283: 2000-07-30 2020-06-05 2020-06-06 2020-06-12
Period 284: 2000-08-06 2020-06-12 2020-06-13 2020-06-19
Period 285: 2000-08-13 2020-06-19 2020-06-20 2020-06-26
Period 286: 2000-08-20 2020-06-26 2020-06-27 2020-07-03
Period 287: 2000-08-27 2020-07-03 2020-07-04 2020-07-10
Period 288: 2000-09-03 2020-07-10 2020-07-11 2020-07-17
Period 289: 2000-09-10 2020-07-17 2020-07-18 2020-07-24
Period 290: 2000-09-17 2020-07-24 2020-07-25 2020-07-31
Period 291: 2000-09-24 2020-07-31 2020-08-01 2020-08-07
Period 292: 2000-10-01 2020-08-07 2020-08-08 2020-08-14
Period 293: 2000-10-08 2020-08-14 2020-08-15 2020-08-21
Period 294: 2000-10-15 2020-08-21 2020-08-22 2020-08-28
Period 295: 2000-10-22 2020-08-28 2020-08-29 2020-09-04
Period 296: 2000-10-29 2020-09-04 2020-09-05 2020-09-11
Period 297: 2000-11-05 2020-09-11 2020-09-12 2020-09-18
Period 298: 2000-11-12 2020-09-18 2020-09-19 2020-09-25
Period 299: 2000-11-19 2020-09-25 2020-09-26 2020-10-02
Period 300: 2000-11-26 2020-10-02 2020-10-03 2020-10-09
Period 301: 2000-12-03 2020-10-09 2020-10-10 2020-10-16
Period 302: 2000-12-10 2020-10-16 2020-10-17 2020-10-23
Period 303: 2000-12-17 2020-10-23 2020-10-24 2020-10-30
Period 304: 2000-12-24 2020-10-30 2020-10-31 2020-11-06
Period 305: 2000-12-31 2020-11-06 2020-11-07 2020-11-13
Period 306: 2001-01-07 2020-11-13 2020-11-14 2020-11-20
Period 307: 2001-01-14 2020-11-20 2020-11-21 2020-11-27
Period 308: 2001-01-21 2020-11-27 2020-11-28 2020-12-04
Period 309: 2001-01-28 2020-12-04 2020-12-05 2020-12-11
Period 310: 2001-02-04 2020-12-11 2020-12-12 2020-12-18
Period 311: 2001-02-11 2020-12-18 2020-12-19 2020-12-25
Period 312: 2001-02-18 2020-12-25 2020-12-26 2021-01-01
Period 313: 2001-02-25 2021-01-01 2021-01-02 2021-01-08
Period 314: 2001-03-04 2021-01-08 2021-01-09 2021-01-15
Period 315: 2001-03-11 2021-01-15 2021-01-16 2021-01-22
Period 316: 2001-03-18 2021-01-22 2021-01-23 2021-01-29
Period 317: 2001-03-25 2021-01-29 2021-01-30 2021-02-05
Period 318: 2001-04-01 2021-02-05 2021-02-06 2021-02-12
Period 319: 2001-04-08 2021-02-12 2021-02-13 2021-02-19
Period 320: 2001-04-15 2021-02-19 2021-02-20 2021-02-26
Period 321: 2001-04-22 2021-02-26 2021-02-27 2021-03-05
Period 322: 2001-04-29 2021-03-05 2021-03-06 2021-03-12
Period 323: 2001-05-06 2021-03-12 2021-03-13 2021-03-19
Period 324: 2001-05-13 2021-03-19 2021-03-20 2021-03-26
Period 325: 2001-05-20 2021-03-26 2021-03-27 2021-04-02
Period 326: 2001-05-27 2021-04-02 2021-04-03 2021-04-09
Period 327: 2001-06-03 2021-04-09 2021-04-10 2021-04-16
Period 328: 2001-06-10 2021-04-16 2021-04-17 2021-04-23
Period 329: 2001-06-17 2021-04-23 2021-04-24 2021-04-30
Period 330: 2001-06-24 2021-04-30 2021-05-01 2021-05-07
Period 331: 2001-07-01 2021-05-07 2021-05-08 2021-05-14
Period 332: 2001-07-08 2021-05-14 2021-05-15 2021-05-21
Period 333: 2001-07-15 2021-05-21 2021-05-22 2021-05-28
Period 334: 2001-07-22 2021-05-28 2021-05-29 2021-06-04
Period 335: 2001-07-29 2021-06-04 2021-06-05 2021-06-11
Period 336: 2001-08-05 2021-06-11 2021-06-12 2021-06-18
Period 337: 2001-08-12 2021-06-18 2021-06-19 2021-06-25
Period 338: 2001-08-19 2021-06-25 2021-06-26 2021-07-02
Period 339: 2001-08-26 2021-07-02 2021-07-03 2021-07-09
Period 340: 2001-09-02 2021-07-09 2021-07-10 2021-07-16
Period 341: 2001-09-09 2021-07-16 2021-07-17 2021-07-23
Period 342: 2001-09-16 2021-07-23 2021-07-24 2021-07-30
Period 343: 2001-09-23 2021-07-30 2021-07-31 2021-08-06
Period 344: 2001-09-30 2021-08-06 2021-08-07 2021-08-13
Period 345: 2001-10-07 2021-08-13 2021-08-14 2021-08-20
Period 346: 2001-10-14 2021-08-20 2021-08-21 2021-08-27
Period 347: 2001-10-21 2021-08-27 2021-08-28 2021-09-03
Period 348: 2001-10-28 2021-09-03 2021-09-04 2021-09-10
Period 349: 2001-11-04 2021-09-10 2021-09-11 2021-09-17
Period 350: 2001-11-11 2021-09-17 2021-09-18 2021-09-24
Period 351: 2001-11-18 2021-09-24 2021-09-25 2021-10-01
Period 352: 2001-11-25 2021-10-01 2021-10-02 2021-10-08
Period 353: 2001-12-02 2021-10-08 2021-10-09 2021-10-15
Period 354: 2001-12-09 2021-10-15 2021-10-16 2021-10-22
Period 355: 2001-12-16 2021-10-22 2021-10-23 2021-10-22
