STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;STTIME;ETTIME
SLSL;SLSL;XEUR.FDAX.0;XEUR.FESX.0;080000;215900;1;080000;141000
