STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;TSTIME;TETIME
SLSL;SLSLLEG2;XEUR.FDAX.0;XCME.ES.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XEUR.FDAX.0;XCME.NQ.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XEUR.FDAX.0;XCME.YM.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XEUR.FESX.0;XCME.ES.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XEUR.FESX.0;XCME.NQ.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XEUR.FESX.0;XCME.YM.0;080000;215900;1;080000;210000
SLSL;SLSLLEG2;XLIF.Z.0;XCME.ES.0;090000;185900;1;090000;185900
SLSL;SLSLLEG2;XLIF.Z.0;XCME.NQ.0;090000;185900;1;090000;185900
