AUD_RBAMeetingMinutes;20170610;21:30;RBA Meeting Minutes;Australia;AUD;3
EUR_PorPortugalDay;20170610;00:00;Portugal Day;Portugal;EUR;0
EUR_PorAssumptionDay;20170610;00:00;Assumption Day ;Portugal;EUR;0
