NZD_CurrentAccount;20090624;22:45;Current Account (QoQ);New Zealand;NZD;1
USD_FedInterestRateDecision;20090624;18:15;Fed Interest Rate Decision;United States;USD;3
USD_EIACrudeOilStocksChange;20090624;14:30;EIA Crude Oil Stocks Change;United States;USD;2
USD_NewHomeSalesChange;20090624;14:00;New Home Sales Change (MoM);United States;USD;2
USD_NewHomeSales;20090624;14:00;New Home Sales (MoM);United States;USD;2
USD_DurableGoodsOrders;20090624;12:30;Durable Goods Orders ex Transportation;United States;USD;2
USD_MBAMortgageApplications;20090624;11:00;MBA Mortgage Applications;United States;USD;0
GBP_CBIDistributiveTradesSurveyRealized;20090624;10:00;CBI Distributive Trades Survey - Realized (MoM);United Kingdom;GBP;1
EUR_EurCurrentAccount;20090624;08:00;Current Account n.s.a;European Monetary Union;EUR;1
