JPY_BoJMonetaryPolicyMeetingMinutes;20160626;23:50;BoJ Monetary Policy Meeting Minutes;Japan;JPY;0
NZD_TradeBalance;20160626;22:45;Trade Balance (YoY);New Zealand;NZD;2
NZD_Imports;20160626;22:45;Imports;New Zealand;NZD;2
NZD_Exports;20160626;22:45;Exports;New Zealand;NZD;2
EUR_SpaParliamentaryElection;20160626;00:00;Parliamentary Election;Spain;EUR;2
