DATE;PNL
20160905;24250.7380154
20160906;2918.99814549
20160907;33903.2178934
20160908;-6365.6685884
20160909;36963.7353962
20160912;99769.7911604
20160913;39820.7577391
20160914;45183.6461092
20160915;15296.1861903
20160916;-57558.1922441
20160919;62309.9874777
20160920;-36869.4562029
20160921;2048.50865645
20160922;-86573.3864921
20160923;6690.5487567
20160926;30118.1634518
20160927;2761.89935196
20160928;8815.81000361
20160929;38260.1835289
20160930;15532.8181143
20161003;1171.4443703
20161004;-34755.4992794
20161005;96881.3927197
20161006;27889.0741113
20161007;59037.0391559
20161010;46587.010239
20161011;7084.87780136
20161012;21919.717719
20161013;29632.9714255
20161014;-23375.0905632
20161015;0.0
20161016;0.0
20161017;102891.433199
20161018;27677.8881644
20161019;-41383.8934244
20161020;46869.1065863
20161021;53390.919315
20161024;-5517.66479205
20161025;23659.7963172
20161026;-95298.3421964
20161027;16313.4305588
20161028;-2021.34506682
20161031;11014.394009
20161101;-4086.06901957
20161102;27918.5783535
20161103;-2275.08981116
20161104;18444.9325468
20161107;29077.0982421
20161108;16896.2195221
20161109;-194019.508687
20161110;-21422.1523186
20161111;128056.032975
20161114;51123.3038361
20161115;-1460.36280766
20161116;86764.3155934
20161117;75728.4248816
20161118;27085.2294657
20161121;-15606.9997537
20161122;285.231916267
20161123;-73427.2224589
20161124;36751.348015
20161125;1447.95152053
20161128;-122421.913844
20161129;-15755.1766986
20161130;17301.3130717
20161201;-26245.3110449
20161202;98349.783814
20161205;72657.5854802
20161206;-6967.66095856
20161207;186369.825101
20161208;181389.850147
20161209;-170440.366023
20161212;6171.09403487
20161213;-16858.7028656
20161214;-52912.126352
20161215;-208712.986801
20161216;58929.4575739
20161219;-48562.5541095
20161220;2797.18829793
20161221;75622.4983182
20161222;-15793.1493967
20161223;-12842.2301485
20161227;-176426.232234
20161228;46115.1920403
20161229;24922.3639597
20161230;-83504.7572039
20170102;-110.594001102
20170103;-85385.0496166
20170104;26502.8004547
20170105;35891.6075822
20170106;15502.1034504
20170109;-15246.670076
20170110;9641.17634502
20170111;45425.202145
20170112;24962.7583993
20170113;62030.734801
20170116;172378.489386
20170117;-60735.6767771
20170118;17500.309516
20170119;133263.191104
20170120;112063.97644
20170123;55525.8452438
