STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;TSTIME;TETIME
SLSL;SLSL;XCME.ZN.0;XEUR.FGBL.0;080000;215900;1;080000;210000
SLSL;SLSL;XCME.ZN.0;XEUR.FGBM.0;080000;215900;1;080000;210000
SLSL;SLSL;XCME.ZB.0;XEUR.FGBL.0;080000;215900;1;080000;210000
SLSL;SLSL;XCME.ZB.0;XEUR.FGBM.0;080000;215900;1;080000;210000
SLSL;SLSL;XCME.ZN.0;XLIF.R.0;090000;185900;1;090000;185900
SLSL;SLSL;XEUR.FGBL.0;XLIF.R.0;090000;185900;1;090000;185900
SLSL;SLSL;XEUR.FGBM.0;XLIF.R.0;090000;185900;1;090000;185900
SLSL;SLSL;XCME.ZB.0;XLIF.R.0;090000;185900;1;090000;185900
