20180108;-863.091894531
20180109;-791.580371475
20180110;742.429932404
20180111;1430.7723052
20180112;29.4973449707
20180115;562.604257202
20180116;-665.766112518
20180117;1033.87022705
20180118;-736.152980042
20180119;-475.100667572
20180122;287.952010345
20180123;-92.2222923279
20180124;660.713548279
20180125;0.0
20180126;-3357.68228455
20180129;-5.26507568359
20180130;1516.19981689
20180131;-839.595771027
20180201;1883.87454357
20180202;1806.86199036
20180205;1042.65950317
20180206;-774.317326355
20180207;-2473.97391357
20180208;322.935201645
20180209;-564.192315674
20180212;1589.50879517
20180213;-363.857037354
20180214;-646.524530792
20180215;-88.5828538895
20180216;-1721.46620483
20180219;191.783045959
20180220;359.696911621
20180221;-784.250742722
20180222;-690.78503418
20180223;-3144.34069214
20180226;-852.014793205
20180227;1594.07591553
20180228;-729.023538971
20180301;1394.95935364
20180302;501.600601196
20180305;2129.93184509
20180306;-938.851708984
20180307;1211.99502563
20180308;0.0
20180309;51.4998886108
20180312;-89.0670957565
20180313;-484.270320892
20180314;1160.30863533
20180315;19.4942832947
20180316;-903.839417267
20180319;905.646869278
20180320;972.124000168
20180321;-364.688726807
20180322;-205.797750854
20180323;345.461205292
20180326;888.279006958
20180327;509.459701157
20180328;2098.20198364
20180329;633.924938965
20180402;0.0
20180403;470.572340393
20180404;-837.176512146
20180405;546.357297516
20180406;44.8379455566
20180409;-261.398220825
20180410;-1897.66117172
20180411;-587.352887726
20180412;1099.80228882
20180413;503.041757965
20180416;-1718.77130356
20180417;191.064450836
20180418;-1051.07020874
20180419;-1188.05125427
20180420;-1598.08405762
20180423;1291.6638916
20180424;1008.22616425
20180425;302.63086853
20180426;0.0
20180427;758.749927521
20180430;1205.2360363
20180501;0.0
20180502;874.197338867
20180503;685.487495422
20180504;-221.896512413
20180507;271.884570312
20180508;872.587497711
20180509;-1240.9152832
20180510;1074.99552307
20180511;-24.0367767334
20180514;413.296435547
20180515;-273.53314743
20180516;939.481906128
20180517;2100.18771973
20180518;-1565.52155762
20180521;-3146.86529541
20180522;1287.86150513
20180523;990.143467712
20180524;1048.67783203
20180525;4462.9286377
20180528;-2187.90527039
20180529;-3832.69544678
20180530;-1941.37242432
20180531;-1138.93270111
20180601;3086.06152344
20180604;47.7772384644
20180605;-289.726013184
20180606;5609.01313477
20180607;-737.917884827
20180608;159.241699219
20180611;-1600.20145264
20180612;-600.379052734
20180613;693.921612549
20180614;0.0
20180615;1659.88304443
20180618;261.831745911
20180619;0.0
20180620;127.14822464
20180621;-1249.9117157
20180622;117.804354095
20180625;279.288163757
20180626;821.08765564
20180627;396.394691467
20180628;-799.375360107
20180629;-939.524076843
20180702;976.132318115
20180703;385.081417084
20180704;-109.114714813
20180705;-310.341154861
20180706;-136.170948792
20180709;370.844995117
20180710;372.599993896
20180711;289.69641571
20180712;108.553239441
20180713;729.789477539
20180716;-114.073019409
20180717;409.77204895
20180718;-226.186982727
20180719;344.250747681
20180720;-847.192098999
20180723;460.422756958
20180724;16.8877716064
20180725;234.926647949
20180726;0.0
20180727;580.682006836
20180730;-98.59609375
20180731;361.642828369
20180801;-238.773596191
20180802;415.584827423
20180803;942.679945374
20180806;447.304429626
20180807;-211.168264771
20180808;-178.928284454
20180809;-108.998148346
20180810;1680.74614563
20180813;459.675088501
20180814;193.85191803
20180815;116.170619202
20180816;96.4642036438
20180817;116.270527649
20180820;403.433039856
20180821;-483.86711731
20180822;-785.241589355
20180823;-213.776779556
20180824;184.174945831
20180827;-170.028497314
20180828;322.107913589
20180829;-137.440763092
20180830;-1317.64219971
20180831;-212.267353439
20180903;-535.153930664
20180904;286.57821579
20180905;-987.983410645
20180906;229.087278748
20180907;-488.272270966
20180910;-537.826066589
20180911;765.465725708
20180912;-548.912387085
20180913;0.0
20180914;101.023895264
20180917;-1445.32103271
20180918;-864.297227478
20180919;-174.548042297
20180920;-912.837792969
20180921;-110.516168976
20180924;1460.12055664
20180925;-193.550793457
20180926;141.58273468
20180927;899.323059082
20180928;172.267645264
20181001;-16.39500103
20181002;-28.952696228
20181003;1007.75159245
20181004;63.2713562012
20181005;-50.1377147675
20181008;-790.084661865
20181009;-412.568981934
20181010;-304.686730957
20181011;657.549078369
20181012;536.124081421
20181015;127.018208313
20181016;589.081604004
20181017;311.578186035
20181018;-1116.39975586
20181019;682.646276855
20181022;69.5490890503
20181023;621.684765625
20181024;-266.416320038
20181025;0.0
20181026;-496.887042236
20181029;13.3342956543
20181030;-49.1800338745
20181031;131.906317139
20181101;217.126785278
20181102;360.246820068
20181105;244.458978271
20181106;438.779112244
20181107;375.863104248
20181108;58.1815856934
20181109;-214.781375122
20181112;-285.196025085
20181113;-410.219998932
20181114;147.580050278
20181115;-910.976348877
20181116;27.4679912567
20181119;-36.6796188354
20181120;-219.592664719
20181121;114.54133606
20181122;92.5618682861
20181123;570.221118164
20181126;124.571252441
20181127;81.0951698303
20181128;-13.0935066223
20181129;994.878942871
20181130;603.904937744
20181203;-70.194203186
20181204;404.795120239
20181205;221.769741821
20181206;-764.659643555
20181207;123.848377228
20181210;-782.727441406
20181211;-672.401989746
20181212;349.423175049
20181213;0.0
20181214;1041.50301514
20181217;-137.55230484
20181218;-400.093118286
20181219;94.4663314819
20181220;-483.521734619
20181221;-20.9800544739
20181224;0.0
20181226;0.0
20181227;-167.243939972
20181228;-71.5865581512
20181231;0.0
20190102;-77.0266136169
20190103;-613.900598145
20190104;322.212362671
20190107;-160.439743805
20190108;349.823101807
20190109;0.0
20190110;-81.5418441772
20190111;-78.0401161194
20190114;622.49621582
