STRATEGY;CONFIG;LEG1;LEG2;LEG3;STARTTIME;ENDTIME;OR_SPREAD_COR;SPREAD_COR;TSTIME;TETIME
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.2;XTMX.BAX.2;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.5;XTMX.BAX.5;120000;215900;1;1;120000;210000
SL3L;SL3L;XCME.6C.0;XCME.ZN.0;XTMX.CGB.0;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.3;XTMX.BAX.3;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.4;XTMX.BAX.4;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.6;XTMX.BAX.6;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.7;XTMX.BAX.7;120000;215900;1;1;120000;210000
SL3L;SL3LLEG1;XCME.6C.0;XCME.GE.8;XTMX.BAX.8;120000;215900;1;1;120000;210000
