STRATEGY;CONFIG;FRONT;BACK;STARTTIME;ENDTIME;CORRELATION;TSTIME;TETIME
SLSL;SLSL;XCME.ZF.0;XEUR.FGBM.0;080000;215900;1;080000;213000
SLSL;SLSL;XCME.ZN.0;XEUR.FGBL.0;080000;215900;1;080000;213000
SLSL;SLSL;XCME.ZN.0;XEUR.FOAT.0;080000;185900;1;080000;183000
SLSL;SLSL;XEUR.FGBL.0;XEUR.FOAT.0;080000;185900;1;080000;183000
SLSL;SLSL;XCME.ZN.0;XLIF.R.0;090000;185900;1;090000;183000
SLSL;SLSL;XEUR.FGBL.0;XLIF.R.0;090000;185900;1;090000;183000
SLSL;SLSL;XCME.ZB.0;XEUR.FGBX.0;080000;215900;1;080000;213000
